MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21424494,1050000.0,85718,-110.913352,32.290754,1.45,12073.89,1994,5,5.0,6105.0,3.0,5,4.0,3,45.0
21627253,1110000.0,85718,-110.910908,32.301992,1.65,7631.92,1985,3,3.0,3902.0,3.0,5,3.0,2,45.0
21228273,850000.0,85718,-110.919674,32.29392,3.65,8864.45,1995,4,5.0,4594.0,4.0,6,4.0,3,45.0
21527635,1095000.0,85718,-110.923707,32.297185,1.14,9240.24,1999,5,5.0,4508.0,3.0,5,3.0,2,45.0
21502341,950000.0,85755,-111.003536,32.470309,2.36,13379.76,2012,4,5.0,3757.0,3.0,6,0.0,3,45.0
21427248,1100000.0,85718,-110.921063,32.312281,1.18,7895.0,2003,4,4.0,4128.0,3.0,5,3.0,2,45.0
21618752,1055000.0,85755,-111.011428,32.471093,1.05,16162.97,2014,3,4.0,3903.0,3.0,3,1.0,1,45.0
21810978,1125000.0,85718,-110.942521,32.342168,1.1,10826.92,1999,4,5.0,3920.0,3.0,12,2.0,2,45.0
21920015,1050000.0,85715,-110.859545,32.257089,0.67,9333.81,1968,6,5.0,5340.0,2.0,13,3.0,2,45.0
21918621,1050000.0,85658,-111.102067,32.463318,0.33,9638.86,2015,4,4.0,3400.0,2.0,10,2.0,3,45.0
21806975,1060000.0,85718,-110.946846,32.340913,0.95,11410.94,2006,4,4.0,3935.0,4.0,3,2.0,2,45.0
21314720,950000.0,85737,-110.988991,32.406416,1.08,8161.82,2001,4,4.0,4701.0,3.0,5,5.0,2,45.0
21328095,991000.0,85745,-111.117201,32.285449,20.0,11877.37,2006,4,5.0,4347.0,3.0,6,4.0,2,45.0
21401084,1058000.0,85718,-110.922926,32.314937,1.86,8627.85,2001,4,6.0,4304.0,4.0,5,4.0,1,45.0
21403354,1000000.0,85718,-110.885672,32.329606,0.84,4441.0,1977,4,3.0,4040.0,3.0,5,2.0,3,45.0
21415524,987500.0,85750,-110.852359,32.323695,0.36,6909.91,1999,3,3.0,3041.0,3.0,5,3.0,2,45.0
21431480,1050000.0,85755,-110.962725,32.469788,1.01,9266.91,2001,5,4.0,3778.0,3.0,5,4.0,1,45.0
21505185,975000.0,85750,-110.834681,32.324663,1.33,6725.8,1998,3,4.0,3663.0,2.0,6,1.0,2,45.0
21505336,1050000.0,85755,-110.962054,32.465294,1.94,11899.92,1998,4,4.0,4172.0,3.0,5,4.0,3,45.0
21518159,1000000.0,85718,-110.88825,32.326817,1.23,9491.69,1993,5,4.0,6167.0,3.0,6,2.0,2,45.0
21607470,970000.0,85718,-110.91243,32.283361,1.25,12343.0,1999,5,5.0,4935.0,3.0,5,2.0,3,45.0
21604894,1015000.0,85718,-110.878426,32.330197,1.21,7800.3,1992,4,4.0,5738.0,3.0,5,3.0,2,45.0
21530040,900000.0,85718,-110.877611,32.335791,3.77,11734.71,1982,4,3.0,5443.0,2.0,3,3.0,2,45.0
21611585,1035000.0,85718,-110.929179,32.298723,2.41,9672.47,1984,4,4.0,4861.0,3.0,5,1.0,2,45.0
21618940,1045000.0,85755,-110.960853,32.469749,1.55,14681.35,2006,4,5.0,5303.0,4.0,4,4.0,3,45.0
21100225,975000.0,85658,-111.062959,32.460785,2.16,11751.8,2004,3,4.0,3703.0,3.0,5,2.0,3,45.0
21123562,1065000.0,85718,-110.920594,32.311163,0.87,8177.02,1999,5,4.0,4874.0,3.0,6,4.0,2,45.0
21211734,1160000.0,85718,-110.951335,32.345433,2.69,13167.0,2001,3,4.0,4214.0,3.0,5,2.0,3,45.0
21230338,1040000.0,85755,-110.96128,32.471057,1.21,8762.0,2006,5,5.0,4107.0,3.0,5,3.0,2,45.0
21307743,1020000.0,85755,-110.96812,32.464829,1.64,14677.0,2000,5,6.0,5927.0,3.0,5,3.0,2,45.0
21318982,900000.0,85745,-111.113182,32.242099,7.74,18509.3,2013,5,6.0,9284.0,3.0,0,4.0,3,45.0
21629042,1100000.0,85718,-110.908154,32.29887,1.99,10011.37,1991,4,5.0,4954.0,3.0,4,4.0,1,45.0
21716922,1032500.0,85718,-110.939003,32.338808,1.16,9689.0,1999,5,3.0,3593.0,3.0,9,3.0,2,45.0
21729041,910000.0,85718,-110.902875,32.320785,1.03,9730.0,1994,5,6.0,5418.0,3.0,8,1.0,3,45.0
21805231,995000.0,85745,-111.040915,32.224589,3.31,12426.0,2008,4,5.0,4920.0,3.0,13,3.0,2,45.0
21804537,1000000.0,85646,-111.048371,31.637039,1.1,6089.98,2002,3,3.0,4064.0,3.0,14,3.0,2,45.0
21731756,895000.0,85749,-110.799667,32.253627,11.57,26110.0,1948,19,18.0,12154.0,0.0,4,3.0,3,45.0
21824260,1100000.0,85718,-110.904684,32.334517,0.94,9831.63,1976,4,4.0,5084.0,4.0,10,2.0,3,45.0
21831681,1050000.0,85718,-110.925732,32.316816,8.0,14658.91,1969,8,7.0,7350.0,0.0,11,3.0,3,45.0
21831408,985000.0,85718,-110.889899,32.291525,0.82,10274.5,2008,4,4.0,3438.0,3.0,12,1.0,2,45.0
21900102,1050000.0,85749,-110.753904,32.298931,3.35,9885.51,1999,5,4.0,4205.0,3.0,12,4.0,2,45.0
21900898,1043320.0,85718,-110.904859,32.285663,2.06,9432.81,1958,5,6.0,4897.0,2.0,6,1.0,2,45.0
21901305,925000.0,85755,-110.991684,32.461466,1.0,12829.0,2005,4,4.0,4395.0,3.0,4,5.0,2,45.0
21731855,1040000.0,85718,-110.904587,32.322215,0.92,12042.39,2016,5,6.0,4757.0,4.0,14,1.0,1,45.0
21409408,1010000.0,85718,-110.918577,32.300914,1.48,16796.89,2005,5,7.0,7284.0,4.0,0,2.0,3,45.0
21208845,1050000.0,85755,-110.993794,32.457189,0.9,15729.91,2008,4,6.0,5056.0,3.0,0,2.0,2,45.0
21406051,1000000.0,85750,-110.834239,32.323939,0.83,8846.99,1995,5,6.0,5800.0,4.0,5,2.0,4,45.0
21415485,985000.0,85718,-110.941318,32.340119,1.0,8540.73,2001,4,3.0,3528.0,3.0,5,4.0,2,45.0
21426978,1043000.0,85718,-110.91851,32.33233,0.73,8179.16,1996,5,4.0,4445.0,3.0,5,3.0,2,45.0
21619675,1025000.0,85750,-110.81883,32.292563,1.15,10270.51,2010,4,4.0,4325.0,3.0,6,2.0,1,45.0
21621018,1050000.0,85750,-110.830548,32.313499,3.78,9586.5,1994,3,3.0,3841.0,3.0,6,3.0,2,45.0
21324947,1084000.0,85750,-110.846794,32.325927,0.69,9668.76,1996,4,4.0,5023.0,3.0,5,2.0,3,45.0
21701610,1050000.0,85750,-110.83367,32.323228,0.41,9819.93,1993,4,4.0,3943.0,3.0,5,2.0,3,45.0
21711580,1005000.0,85718,-110.917251,32.29907,1.88,10852.82,2004,4,4.0,4512.0,3.0,8,5.0,2,45.0
21727137,1025000.0,85718,-110.890347,32.333325,0.77,9436.1,1990,2,4.0,3962.0,2.0,10,3.0,4,45.0
21715561,990000.0,85718,-110.943612,32.340981,0.96,11454.4,2001,5,5.0,4089.0,3.0,11,2.0,3,45.0
21725825,1020000.0,85750,-110.863398,32.331783,1.07,10807.0,1992,4,4.0,4061.0,3.0,3,2.0,3,45.0
21828242,1050000.0,85737,-110.976402,32.409208,3.36,12059.68,2005,5,4.0,3870.0,3.0,14,2.0,2,45.0
21613347,900000.0,85718,-110.958716,32.340671,8.0,12118.4,1980,5,5.0,5551.0,5.0,5,3.0,3,45.0
21809401,1040000.0,85750,-110.830547,32.313503,3.75,9909.46,1994,3,3.0,3841.0,3.0,14,3.0,1,45.0
21626592,1030000.0,85719,-110.940749,32.231485,0.33,8547.46,1954,4,5.0,3549.0,2.0,5,1.0,1,45.0
21509802,1050000.0,85658,-111.06467,32.466766,0.8,12953.0,2013,3,4.0,3519.0,3.0,5,2.0,3,45.0
21627427,1095000.0,85718,-110.925512,32.339312,0.88,16006.87,1989,4,4.0,6069.0,3.0,6,4.0,2,45.0
21628015,1085000.0,85718,-110.93959,32.331767,1.0,10381.7,1992,5,5.0,5154.0,3.0,5,3.0,1,45.0
21200742,1010000.0,85718,-110.890334,32.291505,0.88,4031.0,2011,4,5.0,3810.0,3.0,5,1.0,3,45.0
21214479,1045000.0,85718,-110.910452,32.291454,2.28,11057.0,1992,4,5.0,4712.0,4.0,5,3.0,2,45.0
21218507,1000000.0,85718,-110.942702,32.349524,0.91,15074.94,2005,4,4.0,4727.0,4.0,5,1.0,3,45.0
21804780,980000.0,85755,-110.967153,32.463557,2.35,10934.98,1997,4,4.0,3812.0,3.0,10,3.0,2,45.0
21830431,1022500.0,85718,-110.914737,32.294956,1.42,13054.82,1988,5,5.0,5875.0,4.0,15,3.0,2,45.0
21904757,1065000.0,85718,-110.939911,32.339066,1.0,12818.9,2003,5,5.0,4946.0,3.0,13,3.0,2,45.0
21901244,1030000.0,85750,-110.867419,32.321376,1.46,7264.84,1996,4,3.0,3929.0,3.0,14,3.0,3,45.0
21900616,930000.0,85719,-110.943229,32.241947,0.43,5497.0,1937,6,5.0,4717.0,4.0,10,5.0,3,45.0
21723639,1090740.0,85755,-110.974351,32.460803,2.88,11.75,2017,4,2.0,3339.0,3.0,9,2.0,1,45.0
21502731,1090000.0,85718,-110.935072,32.326881,1.2,7678.0,2005,5,4.0,4482.0,4.0,4,2.0,2,45.0
21300387,1015000.0,85718,-110.948942,32.343817,0.97,9620.36,2002,3,4.0,3829.0,3.0,5,3.0,2,45.0
21829582,1090000.0,85718,-110.935456,32.301177,3.35,4346.49,1937,5,3.0,2973.0,4.0,11,4.0,4,45.0
21408054,1050000.0,85750,-110.83891,32.324833,0.39,10246.0,1993,4,5.0,5082.0,3.0,6,2.0,2,45.0
21516416,1050000.0,85718,-110.912122,32.300872,2.0,9057.79,1988,4,5.0,5235.0,3.0,4,5.0,1,45.0
21226192,993000.0,85718,-110.918141,32.286954,0.89,10795.75,2005,3,5.0,4169.0,3.0,5,4.0,2,45.0
21301765,975000.0,85718,-110.925585,32.304246,1.17,9010.4,2009,4,4.0,4200.0,3.0,5,2.0,3,45.0
21917367,1084009.0,85658,-111.06014,32.439469,3.32,2738.41,2019,3,4.0,3514.0,3.0,9,1.0,2,45.0
21500005,1000000.0,85658,-111.087772,32.47008,0.7,10171.0,2007,4,4.0,3720.0,3.0,5,3.0,2,45.0
21805103,961000.0,85755,-111.015568,32.434271,4.38,10941.05,1995,4,5.0,5433.0,7.0,11,2.0,3,45.0
21812838,985110.0,85750,-110.838281,32.328514,1.18,21370.94,2003,5,5.0,6328.0,3.0,6,4.0,3,45.0
21501660,970000.0,85749,-110.778031,32.30794,1.46,8766.03,2007,4,4.0,4040.0,3.0,5,1.0,2,45.0
21426583,1000000.0,85658,-111.056522,32.457059,1.35,14755.88,2008,4,4.0,4348.0,3.0,5,2.0,2,45.0
21040019,965000.0,85737,-110.992446,32.398966,2.59,10137.9,1999,4,3.0,4763.0,4.0,5,4.0,2,45.0
21202752,1025000.0,85712,-110.872271,32.26538,9.37,10349.0,1974,7,7.0,8177.0,2.0,5,5.0,4,45.0
21312891,1100000.0,85718,-110.947996,32.349497,1.07,13249.1,2006,4,4.0,4305.0,3.0,5,2.0,3,45.0
21313656,950000.0,85718,-110.922733,32.342072,0.95,9703.08,1993,3,4.0,4180.0,2.0,6,1.0,3,45.0
21705468,1055000.0,85749,-110.733059,32.270978,6.62,11618.51,2015,4,5.0,3821.0,2.0,5,3.0,2,45.0
21800120,982000.0,85748,-110.744114,32.22876,3.34,9414.32,1996,5,4.0,4786.0,3.0,11,4.0,2,45.0
21809623,1000000.0,85718,-110.923425,32.314073,1.59,9029.83,2006,5,3.0,3402.0,3.0,11,2.0,2,45.0
21727447,900000.0,85658,-111.065056,32.471522,1.36,13196.96,2003,3,4.0,3978.0,3.0,10,5.0,2,45.0
21224223,1073942.0,85658,-111.100452,32.469209,0.29,845.18,2013,2,3.0,1985.0,2.0,5,2.0,2,45.0
21621890,977000.0,85718,-110.936685,32.333035,1.11,5709.0,1980,4,5.0,4120.0,2.0,5,2.0,3,45.0
21700984,1045000.0,85718,-110.944522,32.343722,0.83,11953.67,2005,4,5.0,4631.0,3.0,11,3.0,2,45.0
21433363,960000.0,85718,-110.915889,32.286166,1.71,10816.77,2004,4,5.0,4743.0,3.0,5,1.0,3,45.0
21619925,1095084.0,85742,-111.020086,32.422575,0.84,2476.7,2019,4,5.0,4570.0,4.0,7,0.0,2,45.0
21604918,950000.0,85718,-110.88601,32.33204,0.99,9379.0,1965,5,5.0,5100.0,2.0,5,2.0,2,45.0
21624670,990000.0,85737,-110.948316,32.399464,0.81,8323.66,2008,3,4.0,3306.0,3.0,5,3.0,1,45.0
21723645,1053649.0,85755,-110.989999,32.460746,1.53,3171.39,2018,3,2.0,2635.0,3.0,5,1.0,1,45.0
21313464,975000.0,85718,-110.908003,32.329545,0.73,5229.89,2002,4,4.0,3438.0,2.0,5,4.0,1,45.0
21405055,1040000.0,85750,-110.826634,32.280622,2.62,9785.0,2006,4,4.0,4314.0,3.0,4,2.0,2,45.0
21228360,1020000.0,85755,-110.96146,32.465403,1.2,8774.21,1998,4,4.0,3955.0,3.0,4,3.0,2,45.0
21513808,1035000.0,85750,-110.837592,32.320771,0.84,9929.66,1988,3,4.0,4104.0,3.0,3,3.0,3,45.0
21203738,1050000.0,85712,-110.887241,32.266454,4.09,6953.23,1997,3,4.0,4109.0,2.0,5,2.0,1,45.0
21305296,1010000.0,85718,-110.943582,32.338577,0.95,10388.0,2001,3,3.0,3618.0,3.0,5,2.0,2,45.0
21302505,950000.0,85718,-110.945082,32.34433,0.89,10151.0,2005,3,3.0,3408.0,3.0,4,2.0,1,45.0
21307861,895000.0,85742,-111.032797,32.408004,3.3,8950.56,2007,4,7.0,6174.0,4.0,6,3.0,4,45.0
21306122,1050000.0,85755,-110.992803,32.468505,1.27,21971.0,2001,5,6.0,6213.0,3.0,7,1.0,3,45.0
21701792,935000.0,85739,-110.856975,32.549264,0.47,7487.2,2004,3,4.0,3658.0,3.0,3,1.0,2,45.0
21801945,1090000.0,85712,-110.870492,32.263257,1.31,10303.57,1986,3,4.0,5010.0,3.0,10,5.0,2,45.0
21412586,1025000.0,85750,-110.843487,32.300064,0.85,8377.0,1999,4,4.0,3437.0,7.0,5,1.0,2,45.0
21508782,950000.0,85750,-110.835229,32.324658,1.0,7046.76,2002,3,4.0,3662.0,2.0,5,2.0,2,45.0
21514756,1005000.0,85750,-110.867028,32.321661,1.06,6993.42,1994,4,4.0,3579.0,3.0,6,4.0,2,45.0
21700546,1040000.0,85718,-110.909653,32.301099,1.43,12215075.0,1987,4,4.0,5729.0,3.0,5,3.0,2,45.0
21704031,975000.0,85718,-110.939977,32.338549,1.01,10288.84,1999,4,4.0,3875.0,3.0,10,5.0,2,45.0
21206793,1001000.0,85718,-110.942612,32.346691,1.0,9248.0,2002,3,4.0,3373.0,3.0,5,1.0,2,45.0
21128668,1004965.0,85718,-110.923198,32.337812,0.87,9928.92,1986,4,4.0,3734.0,3.0,5,2.0,2,45.0
21627514,1010000.0,85750,-110.849825,32.312638,1.02,8915.85,1991,4,5.0,5036.0,3.0,5,3.0,2,45.0
21708035,967500.0,85715,-110.856813,32.255588,1.84,12574.07,1973,7,9.0,7477.0,3.0,9,5.0,2,45.0
21800074,1038000.0,85718,-110.94196,32.347579,1.12,11404.84,2002,4,5.0,4387.0,3.0,14,3.0,1,45.0
21804063,975000.0,85718,-110.923945,32.296765,1.35,9919.64,1995,4,4.0,4102.0,3.0,3,3.0,3,45.0
21624132,1048842.0,85719,-110.938291,32.242845,0.23,0.0,2016,2,3.0,3346.0,3.0,3,1.0,2,45.0
21434300,1005000.0,85718,-110.918268,32.332692,0.87,10621.7,1995,3,5.0,4963.0,3.0,5,3.0,3,45.0
21730800,1069000.0,85719,-110.939051,32.243662,0.2,0.0,2018,3,3.0,3346.0,3.0,9,1.0,2,45.0
21915036,990000.0,85716,-110.92347,32.226258,0.53,7081.41,1966,5,4.0,3726.0,0.0,14,2.0,4,45.0
21202652,960000.0,85750,-110.86282,32.278678,0.66,8018.0,2009,3,4.0,3376.0,3.0,6,3.0,2,45.0
21822431,1000000.0,85745,-111.065946,32.266686,3.64,7769.92,2013,3,2.0,2432.0,2.0,12,2.0,1,45.0
21301504,935000.0,85718,-110.947576,32.327266,0.81,8258.15,2006,5,4.0,5407.0,4.0,5,2.0,3,45.0
21401442,975000.0,85718,-110.914945,32.291514,1.5,10617.0,2002,4,5.0,4556.0,3.0,5,3.0,3,45.0
21501545,973000.0,85750,-110.868625,32.326457,0.8,3824.0,2014,4,5.0,4570.0,3.0,5,2.0,2,45.0
21621871,950000.0,85737,-110.966782,32.394952,0.96,7815.69,1982,3,4.0,4319.0,3.0,5,2.0,4,45.0
21128371,900000.0,85718,-110.949328,32.300806,1.0,5864.15,1980,3,4.0,4022.0,2.0,5,4.0,2,45.0
21706149,907500.0,85718,-110.926584,32.338214,2.09,12852.32,1985,4,5.0,4550.0,3.0,6,7.0,4,45.0
21821789,1000000.0,85750,-110.86713,32.328752,0.8,11642.96,2002,4,5.0,5722.0,3.0,9,2.0,3,45.0
21221491,1000089.0,85658,-111.09447,32.471268,0.25,657.44,2013,3,4.0,2329.0,2.0,4,1.0,2,45.0
21408322,1100000.0,85718,-110.921177,32.308522,1.3,7335.25,1970,5,3.0,5345.0,2.0,4,1.0,3,45.0
21424554,918750.0,85743,-111.082523,32.310752,3.32,9875.0,2008,4,5.0,5505.0,4.0,3,2.0,2,45.0
21500856,945000.0,85718,-110.890205,32.324348,1.11,5986.1,1988,3,3.0,4151.0,3.0,4,3.0,2,45.0
21431088,925000.0,85750,-110.868612,32.327368,0.44,8448.0,2005,6,5.0,5042.0,3.0,5,5.0,2,45.0
21419594,950000.0,85749,-110.739649,32.302659,2.9,6136.61,1995,6,5.0,5120.0,2.0,6,1.0,5,45.0
21508934,950000.0,85755,-110.989124,32.459547,0.0,12186.6,2004,3,4.0,3759.0,3.0,6,3.0,2,45.0
21428017,960000.0,85755,-110.992443,32.459609,0.93,3408.91,2014,4,4.0,3226.0,3.0,6,1.0,2,45.0
21513962,975000.0,85718,-110.926831,32.342365,0.78,7735.47,1988,3,3.0,3647.0,3.0,5,2.0,2,45.0
21502167,950000.0,85718,-110.877659,32.332391,0.98,7693.0,1980,3,4.0,3597.0,2.0,4,1.0,2,45.0
21524283,960000.0,85718,-110.897513,32.332164,0.57,7314.22,2004,4,6.0,4943.0,3.0,5,2.0,2,45.0
21529968,955000.0,85737,-110.948612,32.382969,8.81,15203.57,1999,3,4.0,4417.0,3.0,5,2.0,2,45.0
21606318,990000.0,85718,-110.910264,32.294609,1.61,10060.0,1990,5,5.0,4879.0,3.0,6,5.0,2,45.0
21625545,982500.0,85750,-110.864263,32.318603,0.99,9101.87,2002,5,4.0,4170.0,3.0,3,3.0,2,45.0
21702359,945000.0,85718,-110.915998,32.306449,1.07,6668.0,1993,4,3.0,4543.0,2.0,5,3.0,3,45.0
21305430,1000000.0,85718,-110.936805,32.340649,0.83,10452.89,1998,5,3.0,4172.0,3.0,5,2.0,3,45.0
21224806,850000.0,85716,-110.918443,32.215515,1.06,8132.11,1964,5,5.0,5200.0,2.0,6,2.0,3,45.0
21225149,850000.0,85737,-110.96225,32.414302,3.0,11757.21,2002,6,6.0,6195.0,5.0,5,2.0,2,45.0
21228791,900000.0,85750,-110.840807,32.325541,2.16,11610.0,1990,3,4.0,3590.0,2.0,5,2.0,2,45.0
21708988,1048685.0,85737,-110.945133,32.393846,2.4,11058.49,2001,4,4.0,4971.0,3.0,6,3.0,4,45.0
21609641,950000.0,85648,-110.905809,31.555975,47.52,4198.68,2010,3,3.0,3000.0,4.0,6,0.0,2,45.0
21831008,970000.0,85755,-110.969462,32.460562,0.86,12460.3,1997,5,5.0,4895.0,3.0,11,4.0,2,45.0
21911616,1025000.0,85718,-110.929926,32.343288,1.01,7879.69,1985,4,4.0,4587.0,3.0,10,4.0,4,45.0
21912077,960000.0,85755,-110.993794,32.462802,0.91,13226.72,2007,4,5.0,3691.0,3.0,13,3.0,2,45.0
21831366,985000.0,85755,-110.962515,32.472631,1.29,13374.36,2014,5,6.0,4786.0,4.0,12,1.0,2,45.0
21928565,1007821.3,85755,-110.97315,32.461567,1.75,1319.27,2018,3,4.0,2635.0,3.0,7,1.0,2,45.0
21510085,975000.0,85704,-110.961791,32.370787,2.95,3309.31,2014,4,3.0,3200.0,3.0,5,2.0,2,45.0
21332577,924000.0,85755,-110.997466,32.459021,7.93,9658.14,1989,4,5.0,4376.0,6.0,5,5.0,2,45.0
21529023,1015000.0,85755,-111.010027,32.459387,7.49,14772.07,2006,4,4.0,4897.0,4.0,3,0.0,1,45.0
21605430,965000.0,85718,-110.920368,32.342219,0.8,8595.41,1983,3,3.0,3854.0,3.0,5,2.0,3,45.0
21201154,950000.0,85718,-110.914279,32.285927,1.47,11513.0,2005,5,5.0,4548.0,3.0,5,1.0,2,45.0
21905809,962495.0,85745,-111.074359,32.256525,3.41,8372.88,2004,4,4.0,3501.0,6.0,9,3.0,3,45.0
21726764,860000.0,85750,-110.87246,32.313232,1.95,12497.67,2007,5,5.0,4750.0,4.0,9,3.0,1,45.0
21331835,999900.0,85747,-110.752982,32.150912,18.89,19119.65,1978,3,4.0,2234.0,1.0,2,3.0,2,45.0
21502009,975000.0,85718,-110.939977,32.338549,1.01,10419.0,1999,4,4.0,3861.0,3.0,5,4.0,2,45.0
21208488,912000.0,85718,-110.882397,32.333899,3.35,9175.0,1980,4,3.0,5245.0,3.0,5,2.0,2,45.0
21723962,980000.0,85718,-110.942364,32.338822,0.89,11975.82,2001,4,4.0,4397.0,3.0,14,4.0,2,45.0
21730190,959000.0,85749,-110.768984,32.306773,4.0,9391.0,1998,5,5.0,6291.0,3.0,10,4.0,2,45.0
21920224,975000.0,85718,-110.952477,32.314963,0.81,8725.3,2008,4,5.0,4391.0,3.0,12,3.0,4,45.0
21730798,1007583.0,85719,-110.938306,32.243724,0.21,0.0,2018,3,3.0,3002.0,2.0,6,1.0,3,45.0
21405516,970000.0,85718,-110.925584,32.304243,1.17,8773.05,2008,4,4.0,4200.0,3.0,5,2.0,3,45.0
21505898,840000.0,85748,-110.730013,32.236348,4.0,8570.57,2007,5,5.0,4306.0,3.0,5,3.0,2,45.0
21502904,995000.0,85718,-110.880222,32.278101,2.6,12415.6,2007,5,7.0,10529.0,5.0,5,6.0,3,45.0
21505517,935000.0,85718,-110.878974,32.335237,5.88,7365.0,1981,4,4.0,4638.0,3.0,5,3.0,4,45.0
21601798,900000.0,85718,-110.955649,32.350903,5.1,16643.1,1966,5,5.0,7571.0,3.0,5,3.0,5,45.0
21605556,950000.0,85750,-110.837046,32.317722,0.49,10592.88,1993,4,5.0,4589.0,3.0,5,4.0,2,45.0
21632492,1075000.0,85718,-110.92597,32.303525,2.37,6686.0,1969,4,4.0,4361.0,2.0,5,2.0,2,45.0
21131918,950000.0,85750,-110.833401,32.316853,1.3,8098.0,2008,4,4.0,4547.0,4.0,5,1.0,3,45.0
21118330,980000.0,85755,-110.961253,32.474047,1.46,9424.58,2005,4,4.0,4497.0,3.0,5,3.0,2,45.0
21300786,980000.0,85750,-110.833959,32.321185,0.61,8246.0,1998,4,4.0,3466.0,3.0,5,3.0,2,45.0
21217347,940000.0,85658,-111.060698,32.461011,1.28,13090.0,2007,4,6.0,4236.0,3.0,5,2.0,2,45.0
21325140,999000.0,85718,-110.898046,32.284422,1.34,9243.89,2006,4,5.0,4838.0,3.0,6,1.0,3,45.0
21329925,969500.0,85716,-110.921262,32.224432,0.53,4391.19,1958,5,4.0,4599.0,2.0,5,2.0,3,45.0
21712202,980000.0,85715,-110.860122,32.263208,0.68,7977.18,1979,5,4.0,4061.0,2.0,5,3.0,2,45.0
21731788,985000.0,85750,-110.842962,32.329929,1.74,13502.13,1996,4,5.0,5188.0,3.0,8,1.0,3,45.0
21814164,915000.0,85737,-111.026605,32.411687,3.31,2665.29,2018,4,5.0,3436.0,3.0,9,1.0,1,45.0
21909149,950000.0,85718,-110.94533,32.315039,0.8,4260.91,1998,4,6.0,4245.0,3.0,10,0.0,2,45.0
21405031,913559.0,85641,-110.588825,32.131452,38.8,6655.0,1978,3,3.0,5180.0,2.0,5,1.0,2,45.0
21312607,998000.0,85750,-110.871721,32.326191,0.84,8052.0,1988,4,6.0,5513.0,3.0,4,3.0,3,45.0
21311239,998000.0,85755,-110.961238,32.466766,1.18,9404.05,2008,4,5.0,4627.0,3.0,5,4.0,2,45.0
21708303,984000.0,85749,-110.771889,32.303718,3.38,11017.0,1995,6,5.0,6902.0,3.0,5,1.0,3,45.0
21630794,925000.0,85749,-110.707854,32.26623,3.3,8550.1,1985,4,5.0,5407.0,4.0,9,3.0,2,45.0
21901595,1100000.0,85614,-110.976626,31.837736,3.55,8869.13,2000,5,4.0,5787.0,4.0,11,2.0,2,45.0
21512989,800000.0,85611,-110.538913,31.652899,21.39,7693.08,2003,4,3.0,3213.0,2.0,4,2.0,2,45.0
21730799,972877.0,85719,-110.939406,32.243494,0.21,0.0,2018,3,3.0,3002.0,2.0,7,1.0,2,45.0
21522970,970000.0,85742,-111.026605,32.415574,3.31,12012.2,2008,3,4.0,4526.0,3.0,5,3.0,3,45.0
21400310,987500.0,85755,-110.967167,32.462871,1.16,9509.54,2000,5,6.0,5014.0,4.0,5,4.0,3,45.0
21731863,937650.0,85739,-110.860806,32.55082,0.42,5557.36,2005,4,4.0,4020.0,3.0,13,2.0,2,45.0
21532805,935000.0,85755,-110.969466,32.460571,0.92,10335.2,1997,5,5.0,4895.0,3.0,5,2.0,2,45.0
21809664,975000.0,85658,-111.086658,32.464426,0.67,11467.5,2006,4,4.0,4394.0,3.0,8,3.0,2,45.0
21825351,945000.0,85718,-110.934431,32.346324,0.85,8041.39,2013,4,4.0,3351.0,3.0,12,1.0,2,45.0
21900182,975000.0,85750,-110.833392,32.316842,1.3,10022.98,2008,5,4.0,4631.0,4.0,11,1.0,2,45.0
21325900,975000.0,85737,-110.988367,32.404524,0.82,9245.47,2002,3,4.0,4264.0,3.0,6,2.0,3,45.0
21414120,945000.0,85718,-110.952625,32.345713,3.02,12327.0,2006,4,4.0,4614.0,3.0,6,2.0,2,45.0
21327394,890000.0,85718,-110.94062,32.347876,1.23,11318.66,2004,4,5.0,4143.0,3.0,5,1.0,2,45.0
21409453,980000.0,85718,-110.927327,32.288646,2.1,10541.0,2004,5,5.0,4778.0,3.0,5,3.0,2,45.0
21329342,975000.0,85737,-110.976402,32.409208,3.36,11360.0,2005,5,4.0,3870.0,3.0,5,2.0,2,45.0
21422434,975000.0,85755,-110.994294,32.463693,0.95,13211.71,2007,4,5.0,3808.0,3.0,6,2.0,3,45.0
21505090,985000.0,85749,-110.734002,32.25735,1.07,1083.48,2015,5,5.0,4700.0,3.0,6,2.0,2,45.0
21504431,980000.0,85718,-110.90684,32.325209,0.85,9113.0,2004,5,4.0,4927.0,3.0,5,3.0,2,45.0
21515475,945000.0,85750,-110.833305,32.322167,0.33,8168.0,1989,4,4.0,3597.0,2.0,5,3.0,3,45.0
21520062,700000.0,85646,-110.936422,31.581626,36.0,6816.12,2004,5,5.0,4961.0,0.0,5,2.0,3,45.0
21525955,970000.0,85749,-110.726315,32.292524,3.38,7958.15,1992,3,4.0,4946.0,6.0,4,2.0,2,45.0
21510351,850000.0,85750,-110.809108,32.276643,0.15,8431.0,2005,2,3.0,2030.0,2.0,5,0.0,1,45.0
21527467,950000.0,85716,-110.922674,32.223156,0.59,11456.0,1977,4,5.0,4068.0,2.0,6,3.0,2,45.0
